Url,Index,Title,Author,Stars,Ratings,Price
https://www.amazon.in//Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=zg_bs_books_76/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#76,Fahrenheit 451,Ray Bradbury,4.6 out of 5 stars,22.635,8.29
https://www.amazon.in//Dragons-Love-Tacos-Adam-Rubin/dp/0803736800/ref=zg_bs_books_77/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#77,Dragons Love Tacos,Adam Rubin,4.7 out of 5 stars,10.716,8.95
https://www.amazon.in//We-Dont-Eat-Our-Classmates/dp/1368003559/ref=zg_bs_books_78/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#78,We Don't Eat Our Classmates,Ryan T. Higgins,4.9 out of 5 stars,3.89,11.98
https://www.amazon.in//Unhoneymooners-Christina-Lauren/dp/1501128035/ref=zg_bs_books_79/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#79,The Unhoneymooners,Christina Lauren,4.5 out of 5 stars,10.379,8.44
https://www.amazon.in//Song-Achilles-Novel-Madeline-Miller/dp/0062060627/ref=zg_bs_books_80/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#80,The Song of Achilles: A Novel,Madeline Miller,4.7 out of 5 stars,25.49,10.35
https://www.amazon.in//Wheres-Spot-Eric-Hill/dp/0399240462/ref=zg_bs_books_81/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#81,Where's Spot?,Eric Hill,4.8 out of 5 stars,21.251,4.98
https://www.amazon.in//Giver-Quartet-Lois-Lowry/dp/0544336267/ref=zg_bs_books_82/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#82,The Giver (1) (Giver Quartet),Lois Lowry,4.7 out of 5 stars,20.508,5.55
https://www.amazon.in//Ball-Complete-Book-Home-Preserving/dp/0778801314/ref=zg_bs_books_83/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#83,Ball Complete Book of Home Preserving,Judi Kingry,4.8 out of 5 stars,10.118,19.95
https://www.amazon.in//Grandmaster-Demonic-Cultivation-Novel-Vol/dp/1648279198/ref=zg_bs_books_84/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#84,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 1,Mo Xiang Tong XiuPaperback$14.20,Not Available,Not Available,Not Available
https://www.amazon.in//Night-Elie-Wiesel/dp/0374500010/ref=zg_bs_books_85/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#85,Night (Night),Elie Wiesel,4.7 out of 5 stars,3.274,7.46
https://www.amazon.in//Primary-Composition-Notebook-Kindergarten-Exercise/dp/B0988RCV5Q/ref=zg_bs_books_86/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#86,"Primary Composition Notebook: Black Marble, Grades K-2 Kindergarten Writing Journal (Draw & Write Exercise Books)",Young Dreamers Press,5.0 out of 5 stars,6.0,5.99
https://www.amazon.in//Heaven-Officials-Blessing-Tian-Novel/dp/1648279171/ref=zg_bs_books_87/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#87,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 1,Mo Xiang Tong XiuPaperback$14.21,Not Available,Not Available,Not Available
https://www.amazon.in//How-Catch-Mermaid-Adam-Wallace/dp/149266247X/ref=zg_bs_books_88/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#88,How to Catch a Mermaid,Adam Wallace,4.8 out of 5 stars,21.61,5.99
https://www.amazon.in//Name-Jar-Yangsook-Choi/dp/0440417996/ref=zg_bs_books_89/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#89,The Name Jar,Yangsook Choi,4.9 out of 5 stars,2.474,7.43
https://www.amazon.in//Power-Now-Guide-Spiritual-Enlightenment/dp/1577314808/ref=zg_bs_books_90/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#90,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7 out of 5 stars,31.605,8.01
https://www.amazon.in//Care-Keeping-You-Younger-American/dp/1609580834/ref=zg_bs_books_91/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#91,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8 out of 5 stars,19.501,7.53
https://www.amazon.in//What-Expect-When-Youre-Expecting/dp/0761187480/ref=zg_bs_books_92/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#92,What to Expect When You're Expecting,Heidi Murkoff,4.8 out of 5 stars,20.877,13.58
https://www.amazon.in//Invisible-String-Patrice-Karst/dp/031648623X/ref=zg_bs_books_93/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#93,The Invisible String,Patrice Karst,4.8 out of 5 stars,12.62,4.43
https://www.amazon.in//Love-You-Forever-Robert-Munsch/dp/0920668372/ref=zg_bs_books_94/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#94,Love You Forever,Robert Munsch,4.9 out of 5 stars,39.353,4.98
https://www.amazon.in//Day-You-Begin-Jacqueline-Woodson/dp/0399246533/ref=zg_bs_books_95/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#95,The Day You Begin,Jacqueline Woodson,4.9 out of 5 stars,5.776,14.42
https://www.amazon.in//They-Both-Die-at-End/dp/0062457802/ref=zg_bs_books_96/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#96,They Both Die at the End,Adam Silvera,4.7 out of 5 stars,15.655,8.37
https://www.amazon.in//Untamed-Glennon-Doyle-Melton/dp/1984801252/ref=zg_bs_books_97/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#97,Untamed,Glennon Doyle,4.6 out of 5 stars,47.631,13.98
https://www.amazon.in//What-Happened-You-Understanding-Resilience/dp/1250223180/ref=zg_bs_books_98/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#98,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",Oprah Winfrey,4.8 out of 5 stars,4.264,17.38
https://www.amazon.in//Premonition-Pandemic-Story-Michael-Lewis/dp/0393881555/ref=zg_bs_books_99/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#99,The Premonition: A Pandemic Story,Michael Lewis,4.7 out of 5 stars,8.304,13.65
https://www.amazon.in//Lost-Book-Remedies-Claude-Davis/dp/1732557101/ref=zg_bs_books_100/138-9689855-7203337?_encoding=UTF8&psc=1&refRID=G3SP8BR2C93QJW5K61HG,#100,The Lost Book of Remedies,Claude Davis,4.7 out of 5 stars,7.783,37.00
